Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Cuzzone et al. (2016)	boulder	Cuzz2016-76	Cuzz2014-C	Fin-13-11	66.42	27.12	209	2	2.65	1	78574	2340	07KNSTD	0	0	0	2011	15900	500	-	-	14708	894	440	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-77	Cuzz2014-C	Fin-14-11	66.42	27.12	209	2	2.65	1	52938	1540	07KNSTD	0	0	0	2011	10700	300	-	-	9852	595	287	-	-	-	Cuzzone et al. (2014)

Reference:
Cuzzone JK, Clark PU, Carlson AE, Ullman DJ, Rinterknecht VR, Milne GA, Lunkka J-P, Wohlfarth B, Marcott SA, Caffee M, 2016. Final deglaciation of the Scandinavian ice sheet and implications for the Holocene global sea-level budget. Earth and Planetary Science Letters 448, 34-41.

Data comments:
Sampling year assumed to be 2011 based on some sample names.

expage.github.io
