Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Ullman et al. (2013)	boulder	Carl2007-13	Carl2007-M	QC-25b	54.785	-69.982	669	2	2.65	1	54292	9096	07KNSTD	0	0	0	2005	7500	1200	-	-	6842	1204	1148	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-1	Ullm2013-A	QC-26	54.553	-70.278	668	2	2.65	1	49210	5197	07KNSTD	0	0	0	2005	6800	700	-	-	6238	738	660	-	-	-	-
Ullman et al. (2013)	boulder	Carl2007-8	Carl2007-H	QC-27b	53.984	-72.057	460	2	2.65	1	45800	2892	07KNSTD	0	0	0	2005	7800	500	-	-	7082	584	448	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-2	Ullm2013-B	SK-10-01	50.556	-73.509	429	4	2.65	1	48706	2658	07KNSTD	0	0	0	2010	8200	400	-	-	8142	619	445	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-3	Ullm2013-B	SK-10-02	50.556	-73.508	426	2	2.65	1	49663	2709	07KNSTD	0	0	0	2010	8200	400	-	-	8185	622	447	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-4	Ullm2013-B	SK-10-03	50.556	-73.508	432	2	2.65	1	48524	2717	07KNSTD	0	0	0	2010	7800	400	-	-	7955	613	446	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-5	Ullm2013-B	SK-10-04	50.556	-73.508	427	3	2.65	1	46159	2730	07KNSTD	0	0	0	2010	7700	400	-	-	7675	609	455	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-6	Ullm2013-B	SK-10-05	50.556	-73.507	426	3.5	2.65	1	40984	3342	07KNSTD	0	0	0	2010	6900	600	-	-	6892	671	563	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-7	Ullm2013-B	SK-10-06	50.556	-73.507	426	2	2.65	1	52789	2067	07KNSTD	0	0	0	2010	8800	300	-	-	8707	573	342	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-8	Ullm2013-B	SK-10-07	50.556	-73.507	424	2.5	2.65	1	49276	5431	07KNSTD	0	0	0	2010	8200	900	-	-	8171	1001	902	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-9	Ullm2013-B	SK-10-08	50.556	-73.507	425	2.5	2.65	1	38855	3981	07KNSTD	0	0	0	2010	6500	700	-	-	6494	750	666	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-10	Ullm2013-C	QCNS-03	50.305	-66.287	155	4.5	2.65	1	41389	3322	07KNSTD	0	0	0	2010	9200	700	-	-	8989	865	723	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-11	Ullm2013-C	QCNS-04	50.303	-66.288	153	2	2.65	1	46767	3293	07KNSTD	0	0	0	2010	10200	700	-	-	9978	880	704	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-12	Ullm2013-C	QCNS-07	50.304	-66.288	152	1.5	2.65	1	39125	5328	07KNSTD	0	0	0	2010	8500	1100	-	-	8293	1214	1132	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-13	Ullm2013-C	QCNS-08	50.305	-66.287	152	3	2.65	1	68265	4698	07KNSTD	0	0	0	2010	15000	1000	-	-	14716	1281	1016	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-14	Ullm2013-D	QCLW-01	50.153	-67.157	347	2.5	2.65	1	46068	2687	07KNSTD	0	0	0	2010	8400	500	-	-	8197	646	479	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-15	Ullm2013-D	QCLW-02	50.153	-67.157	347	2	2.65	1	52251	3360	07KNSTD	0	0	0	2010	9400	600	-	-	9277	773	598	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-16	Ullm2013-D	QCLW-03	50.153	-67.157	346	1.5	2.65	1	55735	5105	07KNSTD	0	0	0	2010	10000	900	-	-	9871	1046	906	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-17	Ullm2013-D	QCLW-04	50.153	-67.158	349	3	2.65	1	51900	5357	07KNSTD	0	0	0	2010	9400	1000	-	-	9276	1078	960	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-18	Ullm2013-D	QCLW-05	50.154	-67.158	358	3	2.65	1	48168	4719	07KNSTD	0	0	0	2010	8700	800	-	-	8517	950	836	-	-	-	-
Ullman et al. (2013)	boulder	Ullm2013-19	Ullm2013-D	QCLW-06	50.154	-67.158	357	1.5	2.65	1	50284	6475	07KNSTD	0	0	0	2010	9000	1100	-	-	8799	1227	1136	-	-	-	-
