Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Hein et al. (2011b)	cobble	Hein2011b-33	Hein2011b-F	CF_139_08	-80.27469	-28.77379	323	4.5	2.65	0.9997	2349000	52600	NIST_27900	13510000	700000	Z92-0222	2008	347600	45400	314000	47200	379460	23949	9356	325456	32348	19873	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-34	Hein2011b-F	CF_142_08	-80.27397	-28.77537	309	4	2.65	0.9997	3929000	87600	NIST_27900	24330000	1260000	Z92-0222	2008	627800	88100	670600	122000	690323	47220	18380	700819	85058	52238	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-35	Hein2011b-F	CF_143_08	-80.27383	-28.7768	308	4.5	2.65	0.9997	4646000	135000	NIST_27900	22360000	1150000	Z92-0222	2008	772300	114000	601000	105000	852315	64007	30876	626771	72874	44563	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-36	Hein2011b-F	CF_150_08	-80.27216	-28.77998	284	5	2.65	0.9998	2389000	53600	NIST_27900	11100000	580000	Z92-0222	2008	370500	48600	262400	38400	405461	25770	10084	272170	26403	16306	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-37	Hein2011b-F	CF_147_08	-80.27216	-28.77998	284	5	2.65	0.9997	3070000	68800	NIST_27900	16240000	850000	Z92-0222	2008	490000	66400	411400	65200	537965	35383	13832	428140	45069	27862	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-38	Hein2011b-F	CF_155_08	-80.27158	-28.78135	279	3.5	2.65	0.9998	2232000	50000	NIST_27900	12530000	730000	Z92-0222	2008	341200	44500	299000	45600	372913	23498	9183	310342	32096	21142	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-39	Hein2011b-F	CF_154_08	-80.27147	-28.7809	276	5	2.65	0.9998	3346000	104000	NIST_27900	15900000	830000	Z92-0222	2008	545900	76200	405100	63900	599749	42825	21736	421107	44121	27231	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-40	Hein2011b-G	CF_56_08	-80.24772	-28.75172	326	4	2.65	0.9919	854800	20800	NIST_27900	5375000	301000	Z92-0222	2008	119700	14800	113600	15600	129900	7798	3266	117320	10816	6964	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-41	Hein2011b-G	CF_57_08	-80.26012	-28.852	278	3.5	2.65	0.9919	2307000	54900	NIST_27900	0	0	0	2008	357100	46800	-	-	390502	24959	10262	-	-	-	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-42	Hein2011b-G	CF_58A_08	-80.26012	-28.852	278	3.5	2.65	0.9919	191100	6420	NIST_27900	846000	41000	Z92-0222	2008	27290	3360	17800	2370	29518	1860	999	18296	1520	895	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-42	Hein2011b-G	CF_58B_08	-80.26012	-28.852	278	3.5	2.65	0.9919	186800	7190	NIST_27900	828000	62000	Z92-0222	2008	26700	3300	17400	2500	28847	1898	1118	17902	1809	1352	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-43	Hein2011b-G	CF_59_08	-80.26188	-28.84317	268	5.5	2.65	0.9919	1240000	30300	NIST_27900	6608000	362000	Z92-0222	2008	189200	23800	152400	21300	206144	12626	5306	157773	14711	9349	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-44	Hein2011b-G	CF_60_08	-80.26188	-28.84317	268	5	2.65	0.9919	5495000	122000	NIST_27900	26710000	1360000	Z92-0222	2008	1016000	158000	835400	166000	1132244	87161	33805	878890	116997	71093	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-45	Hein2011b-H	CF_207_08	-80.11722	-25.78078	474	4	2.65	0.9859	2175000	48800	NIST_27900	13300000	680000	Z92-0222	2008	276800	35500	264300	38700	300495	18590	7275	273013	26281	16011	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-46	Hein2011b-H	CF_204_08	-80.11717	-25.77962	474	3.5	2.65	0.9859	5195000	115000	NIST_27900	29770000	1520000	Z92-0222	2008	734600	106000	725500	135000	806432	56827	21985	756718	94207	57344	Hein et al. (2014)
Hein et al. (2011b)	cobble	Hein2011b-47	Hein2011b-H	CF_205_08	-80.11722	-25.78078	474	3.5	2.65	0.9859	5694000	121000	NIST_27900	0	0	0	2008	821600	121000	-	-	904190	65020	24291	-	-	-	Hein et al. (2014)
