Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Corbett et al. (in press)	bedrock	CorbInpress-17	CorbInpress-E	KM95-043	66.13764	-65.71767	109	2	2.7	0.975	49678	6690	LLNL10000	377116	26357	KNSTD	1995	9700	1300	12000	800	9424	1366	1272	11112	1078	781	Marsella (1998)
Corbett et al. (in press)	bedrock	Mar1998-2	Mar1998-B	KM95-044	66.13764	-65.71767	204	3	2.7	0.983	74804	6868	LLNL10000	389737	29363	KNSTD	1995	13300	1200	11300	800	12974	1378	1195	10431	1054	790	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-18	Mar1998-B	KM95-045	66.13764	-65.71767	204	0.5	2.7	0.985	80241	10533	LLNL10000	495386	32906	KNSTD	1995	14000	1800	14100	900	13595	1930	1791	13006	1231	869	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-19	Mar1998-B	KM95-046	66.13764	-65.71767	204	10.5	2.7	0.985	62453	6949	LLNL10000	444006	37495	KNSTD	1995	11800	1300	13600	1100	11517	1422	1285	12701	1374	1079	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-20	Mar1998-B	KM95-047	66.13764	-65.71767	204	0.5	2.7	0.985	93667	19976	LLNL10000	308353	25615	KNSTD	1995	16300	3500	8700	700	15894	3506	3403	8029	858	670	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-21	Mar1998-B	KM95-048	66.13764	-65.71767	204	0.5	2.7	0.985	74364	6533	LLNL10000	423631	37410	KNSTD	1995	13000	1100	12000	1100	12590	1294	1109	11096	1234	985	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-22	Mar1998-B	KM95-049	66.13519	-65.71736	238	4.5	2.7	0.987	177295	9997	LLNL10000	1085578	48835	KNSTD	1995	30700	1700	30800	1400	30241	2353	1718	28806	2347	1314	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-23	Mar1998-B	PTD94-16	66.1375	-65.7175	204	3	2.7	0.985	55674	5451	LLNL3000	356470	38836	KNSTD	1994	9400	900	10300	1100	9167	1022	900	9502	1219	1040	-
Corbett et al. (in press)	boulder	CorbInpress-24	CorbInpress-F	KM95-059	66.55767	-65.33164	156	1.5	2.7	0.932	65564	8043	LLNL10000	354606	46653	KNSTD	1995	12200	1500	10700	1400	12424	1664	1529	10367	1536	1371	Marsella (1998)
Corbett et al. (in press)	boulder	CorbInpress-25	CorbInpress-F	KM95-074	66.55644	-65.32758	166	0.5	2.7	0.93	60905	9849	LLNL10000	326340	26644	KNSTD	1995	11200	1800	9700	800	11334	1933	1838	9372	992	769	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-26	CorbInpress-G	KM95-060	66.62917	-65.20689	361	1	2.7	0.964	90459	15221	LLNL10000	486413	41741	KNSTD	1995	13400	2200	11700	1000	13463	2382	2273	11206	1224	967	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-27	CorbInpress-G	KM95-061	66.62917	-65.20689	361	1	2.7	0.964	115590	11228	LLNL10000	589466	39486	KNSTD	1995	17200	1700	14300	900	17245	1915	1682	13627	1295	919	Marsella (1998)
Corbett et al. (in press)	boulder	CorbInpress-28	CorbInpress-G	KM95-062	66.62917	-65.20689	361	2	2.7	0.964	71167	11281	LLNL10000	447151	34290	KNSTD	1995	10700	1700	10900	800	10643	1783	1691	10371	1058	799	Marsella (1998)
Corbett et al. (in press)	cobble	CorbInpress-29	CorbInpress-G	KM95-063	66.62917	-65.20689	361	10	2.7	0.964	81395	9679	LLNL10000	352166	40350	KNSTD	1995	13000	1500	9200	1000	13091	1709	1562	8731	1162	1005	Marsella (1998)
Corbett et al. (in press)	boulder	CorbInpress-30	CorbInpress-H	KM95-064	66.60986	-65.24383	381	1	2.7	0.98	85373	10704	LLNL10000	448120	32453	KNSTD	1995	12400	1500	10600	800	12242	1670	1540	9937	982	723	Marsella (1998)
Corbett et al. (in press)	boulder	CorbInpress-31	CorbInpress-H	KM95-066	66.60986	-65.24383	381	2	2.7	0.917	113505	13193	LLNL10000	692124	47387	KNSTD	1995	16700	1900	16500	1100	17611	2258	2056	16685	1606	1152	Marsella (1998)
Corbett et al. (in press)	bedrock	CorbInpress-32	Mar1998-C	KM95-067	66.50677	-65.56497	721	2	2.7	0.985	189872	8464	LLNL10000	1217205	47772	KNSTD	1995	20000	900	21000	800	19775	1373	886	19792	1544	784	Marsella (1998)
Corbett et al. (in press)	boulder	CorbInpress-33	Mar1998-C	KM95-068	66.50677	-65.56497	721	4	2.7	0.985	508840	21333	LLNL10000	2648709	174906	KNSTD	1995	54900	2300	46900	3100	54569	3728	2319	44480	4263	3002	Marsella (1998)
Corbett et al. (in press)	cobble	Mar1998-3	Mar1998-C	KM95-069	66.50677	-65.56497	721	2	2.7	0.985	94247	8566	LLNL10000	541098	53415	KNSTD	1995	9900	900	9300	900	9721	1024	886	8680	1038	861	Marsella (1998)
Corbett et al. (in press)	boulder	Mar1998-4	Mar1998-C	KM95-070	66.50677	-65.56497	721	4	2.7	0.985	95927	8268	LLNL10000	624650	30086	KNSTD	1995	10300	900	10900	500	10082	1021	871	10221	844	495	Marsella (1998)
