Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Seong et al. (2009b)	boulder	Seon2009b-118	Seon2009b-X	KONG_29	38.593	75.010	3573	5	2.65	1	1566000	42000	KNSTD	0	0	0	2007	29200	800	-	-	29869	1781	807	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-119	Seon2009b-X	KONG_30	38.595	75.003	3554	5	2.65	1	3023000	71000	KNSTD	0	0	0	2007	57000	1400	-	-	55670	3260	1326	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-120	Seon2009b-Y	KONG_35	38.709	75.280	3326	5	2.65	0.93	34000	6000	KNSTD	0	0	0	2007	800	100	-	-	1053	194	186	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-121	Seon2009b-Y	KONG_36	38.709	75.280	3328	5	2.65	0.93	59000	7000	KNSTD	0	0	0	2007	1300	200	-	-	1687	219	200	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-122	Seon2009b-Y	KONG_37	38.711	75.280	3309	5	2.65	0.93	63000	6000	KNSTD	0	0	0	2007	1500	100	-	-	1837	200	175	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-123	Seon2009b-Y	KONG_38	38.714	75.280	3299	5	2.65	0.93	39000	7000	KNSTD	0	0	0	2007	900	200	-	-	1183	221	212	-	-	-	-
Seong et al. (2009b)	boulder	Seon2009b-124	Seon2009b-Y	KONG_41	38.738	75.273	3118	5	2.65	0.93	14000	5000	KNSTD	0	0	0	2007	400	100	-	-	541	195	193	-	-	-	-

Reference:
Seong YB, Owen LA, Yi CL, Finkel RC, 2009b. Quaternary glaciation of Muztag Ata and Kongur Shan: evidence for glacier response to rapid climate changes throughout the late glacial and Holocene in westernmost Tibet. Geological Society of America Bulletin 121, 348-365.

Data comments:
Sample density assumed to be 2.65 g/cm3.
10Be standard derived from Owen and Dortch (2014) supplementary table.
Sampling year assumed to be 2007.

expage.github.io
