Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Spector et al. (2017)	cobble	Spec2017-66	Spec2017-AL	04-RDY-050-KRO	-85.4996	-154.6575	203	4.5	2.7	0.996	22000	800	07KNSTD	0	0	0	2004	3656	329	-	-	3597	261	131	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-67	Spec2017-AM	04-RDY-052-KRO-RPT	-85.4997	-154.6732	182	6	2.7	0.999	20000	1100	07KNSTD	0	0	0	2004	3428	340	-	-	3366	281	185	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-68	Spec2017-AN	07-SCT-106-KHL	-85.4861	-154.4843	153.8	5.5	2.7	0.999	19700	600	07KNSTD	0	0	0	2007	3461	304	-	-	3396	237	104	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-69	Spec2017-AO	07-SCT-105-KHL	-85.4863	-154.4528	110.5	9	2.7	0.998	8100	500	07KNSTD	0	0	0	2007	1533	158	-	-	1459	129	90	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-70	Spec2017-AP	07-SCT-103-KHL	-85.4849	-154.4454	70	4.5	2.7	0.994	500	200	07KNSTD	0	0	0	2007	96	39	-	-	101	41	41	-	-	-	-

Reference:
Spector P, Stone J, Cowdery SG, Hall B, Conway H, Bromley G, 2017. Rapid early-Holocene deglaciation in the Ross Sea, Antarctica. Geophysical Research Letters 44, 7817-7825.

Data comments:
Sampling year based on sample names.
Group ID based on sample location and geomorphology.

expage.github.io - data from expage-201802
