Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Seong et al. (2007)	boulder	Seon2007-51	Seon2007-J	K2-77	35.703	75.948	4211	3	2.65	1	960000	20000	KNSTD	0	0	0	2005	13300	300	-	-	15797	939	330	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-52	Seon2007-J	K2-78	35.703	75.947	4225	2	2.65	1	940000	20000	KNSTD	0	0	0	2005	13000	300	-	-	15307	912	327	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-53	Seon2007-J	K2-79	35.703	75.943	4221	2	2.65	1	890000	20000	KNSTD	0	0	0	2005	12400	300	-	-	14650	879	330	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-54	Seon2007-K	K2-80	35.695	75.957	3823	3	2.65	0.81	710000	20000	KNSTD	0	0	0	2005	15000	400	-	-	17629	1101	499	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-55	Seon2007-K	K2-81	35.694	75.958	3821	3	2.65	0.81	730000	20000	KNSTD	0	0	0	2005	15300	500	-	-	18077	1123	498	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-56	Seon2007-K	K2-82	35.694	75.958	3818	2	2.65	0.81	700000	20000	KNSTD	0	0	0	2005	14700	400	-	-	17338	1086	498	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-57	Seon2007-K	K2-83	35.693	75.960	3779	3	2.65	1	2560000	60000	KNSTD	0	0	0	2005	45000	1100	-	-	43879	2669	1040	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-58	Seon2007-K	K2-84	35.692	75.960	3768	2	2.65	1	680000	20000	KNSTD	0	0	0	2005	11900	300	-	-	14419	908	426	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-59	Seon2007-K	K2-85	35.692	75.961	3766	2	2.65	0.99	690000	30000	KNSTD	0	0	0	2005	12200	500	-	-	14739	1042	643	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-60	Seon2007-L	K2-86	35.689	75.941	3445	3	2.65	0.98	510000	10000	KNSTD	0	0	0	2005	11000	300	-	-	13527	798	266	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-61	Seon2007-L	K2-87	35.689	75.941	3442	3	2.65	0.98	540000	20000	KNSTD	0	0	0	2005	11500	500	-	-	14261	954	530	-	-	-	-
