Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Young et al. (2020)	boulder	Youn2020-1	Youn2020-A	15BKH-01	67.8315	-65.7186	99	2.43	2.65	0.995	116090	1879	07KNSTD	0	0	0	2015	25480	420	-	-	24534	1422	400	-	-	-	-
Young et al. (2020)	boulder	Youn2020-2	Youn2020-A	15BKH-02	67.8313	-65.7189	109	1.47	2.65	0.995	68095	1185	07KNSTD	0	0	0	2015	14620	260	-	-	14055	817	245	-	-	-	-
Young et al. (2020)	boulder	Youn2020-3	Youn2020-A	15BKH-03	67.8301	-65.7196	113	1.1	2.65	0.995	55089	1132	07KNSTD	0	0	0	2015	11730	240	-	-	11254	666	232	-	-	-	-
Young et al. (2020)	boulder	Youn2020-4	Youn2020-A	15BKH-05	67.8297	-65.7198	128	1.04	2.65	0.995	57056	1169	07KNSTD	0	0	0	2015	11940	250	-	-	11486	679	236	-	-	-	-
Young et al. (2020)	boulder	Youn2020-5	Youn2020-A	15BKH-06	67.8299	-65.7209	128	2.39	2.65	0.995	56587	1335	07KNSTD	0	0	0	2015	11980	280	-	-	11525	695	273	-	-	-	-
Young et al. (2020)	boulder	Youn2020-6	Youn2020-A	15BKH-07	67.8291	-65.7196	130	1.45	2.65	0.995	95966	1624	07KNSTD	0	0	0	2015	20160	340	-	-	19446	1130	331	-	-	-	-
Young et al. (2020)	boulder	Youn2020-7	Youn2020-A	15BKH-09	67.8291	-65.7196	129	1.97	2.65	0.996	94463	1790	07KNSTD	0	0	0	2015	19990	380	-	-	19226	1129	366	-	-	-	-
Young et al. (2020)	boulder	Youn2020-8	Youn2020-A	15BKH-11	67.8271	-65.7210	147	1.48	2.65	0.995	56764	1067	07KNSTD	0	0	0	2015	11680	220	-	-	11241	658	212	-	-	-	-
Young et al. (2020)	boulder	Youn2020-9	Youn2020-B	15BKH-12	67.8246	-65.6950	137	3.46	2.65	0.998	54961	1033	07KNSTD	0	0	0	2015	11580	220	-	-	11151	653	210	-	-	-	-
Young et al. (2020)	boulder	Youn2020-10	Youn2020-B	15BKH-13	67.8245	-65.6958	137	2.19	2.65	0.998	98531	1905	07KNSTD	0	0	0	2015	20600	400	-	-	19896	1171	387	-	-	-	-
