Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Abramowski et al. (2006)	boulder	Abra2006-83	Abra2006-T	GU47	37.62	73.91	4235	4	2.65	0.994	2290000	170000	S555	0	0	0	2002	25300	3200	-	-	30943	2889	2315	-	-	-	-

Reference:
Abramowski U, Bergau A, Seebach D, Zech R, Glaser B, Sosin P, Kubik PW, Zech W, 2006. Pleistocene glaciations of central Asia: results from 10Be surface exposure ages of erratic boulders from the Pamir (Tajikistan), and the Alay-Turkestan range (Kyrgyzstan). Quaternary Science Reviews 25, 1080-1096.

Data comments:
Latitudes and longitudes based on map figures and Google Earth.
Sample density assumed to be 2.65 g/cm3.
10Be standard assumed to be S555.
Sampling year assumed to be 2002 (based on Abramowski 2004).
Group ID based on publication (sample names). Five samples (group Abra2006-I) grouped with Röhringer et al. (2012) samples.

expage.github.io - data from expage-201906
