Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Smith and Rodbell (2010)	boulder	SmiRod2010-46	SmiRod2010-E	PE07-QUE-02	-10.01355	-77.25695	4308	2	2.7	0.988	396555	22563	07KNSTD	0	0	0	2007	9842	597	-	-	11414	909	651	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-47	SmiRod2010-E	PE07-QUE-04	-10.01383	-77.25580	4338	2	2.7	0.999	340957	21077	07KNSTD	0	0	0	2007	8044	525	-	-	9307	774	577	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-48	SmiRod2010-F	PE07-QUE-23	-10.01010	-77.26110	4269	2	2.7	0.998	518144	22135	07KNSTD	0	0	0	2007	13192	627	-	-	15016	1055	644	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-49	SmiRod2010-F	PE07-QUE-22	-10.00968	-77.26087	4272	2	2.7	0.998	455585	26918	07KNSTD	0	0	0	2007	11487	721	-	-	13270	1079	787	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-50	SmiRod2010-G	PE07-QUE-14	-10.00697	-77.25922	4310	4	2.7	0.997	2552978	96949	07KNSTD	0	0	0	2007	52786	2310	-	-	60446	4123	2330	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-51	SmiRod2010-G	PE07-QUE-11	-10.00950	-77.26255	4268	3	2.7	0.998	738097	34862	07KNSTD	0	0	0	2007	18521	958	-	-	20475	1499	972	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-52	SmiRod2010-G	PE07-QUE-12	-10.00933	-77.26230	4270	2	2.7	0.998	640008	33590	07KNSTD	0	0	0	2007	16125	913	-	-	18255	1400	962	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-53	SmiRod2010-G	PE07-QUE-10	-10.00985	-77.26278	4259	2	2.7	0.998	555157	22003	07KNSTD	0	0	0	2007	14206	636	-	-	16081	1100	640	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-54	SmiRod2010-G	PE07-QUE-13	-10.00872	-77.26095	4286	3	2.7	0.998	379802	16979	07KNSTD	0	0	0	2007	9508	469	-	-	10983	784	492	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-55	SmiRod2010-H	PE07-CON-07	-10.02142	-77.26755	4186	3	2.7	0.999	681687	26537	07KNSTD	0	0	0	2007	17898	791	-	-	19908	1355	779	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-56	SmiRod2010-H	PE07-CON-04	-10.02065	-77.26698	4186	2	2.7	0.999	518171	26152	07KNSTD	0	0	0	2007	13778	753	-	-	15564	1171	789	-	-	-	-
Smith and Rodbell (2010)	boulder	SmiRod2010-57	SmiRod2010-H	PE07-CON-05	-10.02052	-77.26777	4173	1	2.7	0.999	481722	16185	07KNSTD	0	0	0	2007	12773	505	-	-	14571	948	491	-	-	-	-

Reference:
Smith JA, Rodbell DT, 2010. Cross-cutting moraines reveal evidence for North Atlantic influence on glaciers in the tropical Andes. Journal of Quaternary Science 25, 243-248.

Data comments:
Sampling year based on sample names.
Group ID based on sample location and geomorphology. 21 samples grouped with Glasser et al. (2009) samples.

expage.github.io - data from expage-201906
