Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Stroeven et al. (in press)	boulder	StroeInpress-108	StroeInpress-AT	K-04-12	66.3648	37.6444	192	2	2.65	1	88582	2591	NIST_30600	0	0	0	2004	15291	594	-	-	15427	802	453	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-109	StroeInpress-AT	K-04-13	66.3648	37.6444	192	2	2.65	1	90108	4178	NIST_30600	0	0	0	2004	15557	825	-	-	15696	993	731	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-110	StroeInpress-AT	K-04-14	66.3648	37.6444	192	2	2.65	1	85124	2496	NIST_30600	0	0	0	2004	14689	571	-	-	14819	771	436	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-111	StroeInpress-AU	K-04-22	67.6658	33.6549	450	1	2.65	0.9961	119325	7056	NIST_30000	0	0	0	2004	16362	1057	-	-	16469	1206	978	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-112	StroeInpress-AU	K-04-23	67.6673	33.6581	456	1	2.65	0.9961	86467	4958	NIST_30000	0	0	0	2004	11751	739	-	-	11827	848	680	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-113	StroeInpress-AU	K-04-24	67.6673	33.6581	456	5	2.65	0.9961	101663	5446	NIST_30000	0	0	0	2004	14298	850	-	-	14419	991	775	-	-	-	-
Stroeven et al. (in press)	cobble	StroeInpress-114	StroeInpress-AV	K-04-25	67.5028	31.2315	197	3	2.65	0.9996	93854	4753	NIST_30000	0	0	0	2004	16563	942	-	-	16719	1112	850	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-115	StroeInpress-AV	K-04-26	67.5028	31.2315	197	3	2.65	0.9996	130097	9656	NIST_30000	0	0	0	2004	23030	1816	-	-	23247	2002	1736	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-116	StroeInpress-AV	K-04-27	67.5028	31.2315	197	3	2.65	0.9996	395369	14091	NIST_30000	0	0	0	2004	71015	3160	-	-	71692	4060	2601	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-117	StroeInpress-AW	K-04-37	68.0079	34.4190	240	1	2.65	1	89969	4359	NIST_30000	0	0	0	2004	14939	820	-	-	15058	976	732	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-118	StroeInpress-AW	K-04-38	68.0079	34.4190	235	1	2.65	0.9998	80637	2936	NIST_30600	0	0	0	2004	13175	586	-	-	13280	748	485	-	-	-	-
Stroeven et al. (in press)	boulder	StroeInpress-119	StroeInpress-AW	K-04-39	68.0079	34.4190	240	4	2.65	1	121848	4137	NIST_30600	0	0	0	2004	20379	868	-	-	20574	1128	702	-	-	-	-
Stroeven et al. (in press)	bedrock	StroeInpress-120	StroeInpress-AX	MJ-13	58.28459	12.34311	55	1	2.65	1	118305	2839	NIST_30200	611545	41914	KNSTD	2000	24021	843	19860	1465	24209	1193	584	18952	1639	1311	-
Stroeven et al. (in press)	bedrock	StroeInpress-121	StroeInpress-AX	MJ-14	58.2783	12.2972	55	2	2.65	1	155612	14532	NIST_30200	606092	60036	KNSTD	2000	31884	3110	19833	2048	32161	3329	3028	18944	2134	1894	-
Stroeven et al. (in press)	bedrock	StroeInpress-122	StroeInpress-AX	MJ-15	58.2783	12.2972	55	1	2.65	1	182668	4205	NIST_30200	1064908	49691	KNSTD	2000	37178	1284	34786	1879	37471	1835	871	33183	2342	1574	-
Stroeven et al. (in press)	bedrock	StroeInpress-123	StroeInpress-AY	MJ-16	58.4328	11.3050	60	8	2.65	1	74430	6877	NIST_30200	430448	46916	KNSTD	2000	15844	1524	14637	1650	16035	1639	1488	14029	1702	1540	-
Stroeven et al. (in press)	bedrock	StroeInpress-124	StroeInpress-AY	MJ-17	58.4328	11.3050	60	5	2.65	1	100358	4558	NIST_30200	504108	61174	KNSTD	2000	20880	1091	16758	2095	21097	1322	963	16034	2130	1961	-
Stroeven et al. (in press)	bedrock	StroeInpress-125	StroeInpress-AY	MJ-18	58.4328	11.3050	65	3	2.65	1	83251	5156	NIST_30200	0	0	0	2000	16957	1139	-	-	17115	1293	1065	-	-	-	-
Stroeven et al. (in press)	bedrock	StroeInpress-126	StroeInpress-AZ	MJ-19	58.4378	11.2511	30	4	2.65	0.995	53246	7502	NIST_30200	293660	22216	KNSTD	2000	11329	1626	9948	797	11451	1691	1618	9504	873	722	-
Stroeven et al. (in press)	bedrock	StroeInpress-127	StroeInpress-AZ	MJ-20	58.4378	11.2511	30	3	2.65	1	70232	4226	NIST_30200	0	0	0	2000	14782	969	-	-	14923	1105	901	-	-	-	-
Stroeven et al. (in press)	bedrock	StroeInpress-128	StroeInpress-AZ	MJ-21	58.4378	11.2511	30	5	2.65	0.993	56385	3864	NIST_30200	328306	38049	KNSTD	2000	12127	889	11256	1343	12260	993	843	10771	1373	1255	-

Reference:
Stroeven AP, Hättestrand C, Kleman J, Heyman J, Fabel D, Fredin O, Goodfellow BW, Harbor JM, Jansen JD, Olsen L, Caffee MW, Fink D, Lundqvist J, Rosqvist GC, Strömberg B, Jansson KN, in press. Deglaciation of Fennoscandia. Quaternary Science Reviews.

Data comments:
All data present in publication.
Coordinates for sample MJ-13 revised after visiting the site in May 2016.
Samples 99-16 and S-03-99 are separate samples from one boulder.

expage.github.io
