Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Menounos et al. (2017)	boulder	Meno2017-67	Meno2017-W	MM-14	59.03926	-130.53198	1357	3	2.7	0.9994	153565	5687	07KNSTD	0	0	0	2012	11026	398	-	-	10697	714	397	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-68	Meno2017-W	MM-12	59.03858	-130.53230	1348	4	2.7	0.9991	140108	8744	07KNSTD	0	0	0	2012	10162	600	-	-	9915	829	620	-	-	-	-

Reference:
Menounos B, Goehring BM, Osborn G, Margold M, Ward B, Bond J, Clarke GKC, Clague JJ, Lakeman T, Koch J, Caffee MW, Gosse J, Stroeven AP, Seguinot J, Heyman J, 2017. Cordilleran ice sheet mass loss preceded climate reversals near the Pleistocene termination. Science 358, 781-784.

Data comments:
10Be concentrations based on isotope ratios and sample/carrier weights.
Sampling year based on sample names.
Group ID based on sample location and geomorphology.

expage.github.io - data from expage-201912
