expage-202306 - global glacial 10Be and 26Al exposure age data
expage.github.io

Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Abbühl et al. (2009)	boulder	Abbü2009-1	Abbü2009-A	A1	46.01752	7.47254	2220	4	2.65	0.70	1050	4560	S555	0	0	0	2007	51	220	-	-	64	279	279	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-2	Abbü2009-A	A2	46.01752	7.47254	2220	4	2.65	0.84	1980	4330	S555	0	0	0	2007	75	164	-	-	98	215	215	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-3	Abbü2009-A	A3	46.01752	7.47254	2220	4	2.65	0.87	130	1660	S555	0	0	0	2007	5	60	-	-	6	82	82	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-4	Abbü2009-A	AO2	46.01752	7.47254	2220	4	2.65	0.97	1280	1940	S555	0	0	0	2007	41	63	-	-	57	86	86	-	-	-	-
Abramowski (2004)	boulder	Abr2004-1	Abr2004-A	MK22	28.26	84.80	2364	4	2.7	1	1894000	137000	S555	0	0	0	2002	71700	9300	-	-	103283	10069	7667	-	-	-	-
Abramowski (2004)	boulder	Abr2004-2	Abr2004-A	MK23	28.26	84.80	2364	4	2.7	1	1221000	94000	S555	0	0	0	2002	45300	6000	-	-	67020	6719	5247	-	-	-	-
Abramowski (2004)	boulder	Abr2004-3	Abr2004-A	MK24	28.26	84.80	2364	4	2.7	1	850000	54000	S555	0	0	0	2002	33500	4100	-	-	45330	4056	2913	-	-	-	-
Abramowski (2004)	boulder	Abr2004-4	Abr2004-A	MK25	28.26	84.80	2364	4	2.7	1	1097000	79000	S555	0	0	0	2002	41200	5300	-	-	61673	5935	4510	-	-	-	-
Abramowski (2004)	boulder	Abr2004-5	Abr2004-B	MK41	28.33	84.76	3900	4	2.7	1	249000	22000	S555	0	0	0	2002	4780	660	-	-	6820	736	604	-	-	-	-
Abramowski (2004)	boulder	Abr2004-6	Abr2004-B	MK42	28.33	84.76	3900	4	2.7	1	101000	15000	S555	0	0	0	2002	2000	360	-	-	3091	497	459	-	-	-	-
Abramowski (2004)	boulder	Abr2004-7	Abr2004-B	MK43	28.33	84.76	3900	4	2.7	1	180000	14000	S555	0	0	0	2002	3510	460	-	-	5170	514	403	-	-	-	-
Abramowski (2004)	boulder	Abr2004-8	Abr2004-B	MK44	28.33	84.76	3900	4	2.7	1	154000	24000	S555	0	0	0	2002	3070	560	-	-	4448	746	694	-	-	-	-
Abramowski (2004)	boulder	Abr2004-9	Abr2004-B	MK45	28.33	84.76	3900	4	2.7	1	178000	34000	S555	0	0	0	2002	3480	760	-	-	5121	1029	979	-	-	-	-
Abramowski (2004)	boulder	Abr2004-10	Abr2004-C	MK51	28.30	84.76	3550	4	2.7	1	1171000	97000	S555	0	0	0	2002	24000	3200	-	-	30784	3202	2570	-	-	-	-
Abramowski (2004)	boulder	Abr2004-11	Abr2004-C	MK52	28.30	84.76	3550	4	2.7	1	484000	35000	S555	0	0	0	2002	10500	1300	-	-	14014	1336	1017	-	-	-	-
Abramowski (2004)	boulder	Abr2004-12	Abr2004-C	MK53	28.30	84.76	3550	4	2.7	1	1043000	80000	S555	0	0	0	2002	21700	2800	-	-	27584	2732	2130	-	-	-	-
Abramowski (2004)	boulder	Abr2004-13	Abr2004-C	MK54	28.30	84.76	3550	4	2.7	1	895000	78000	S555	0	0	0	2002	18900	2600	-	-	23992	2576	2104	-	-	-	-
Abramowski (2004)	boulder	Abr2004-14	Abr2004-C	MK55	28.30	84.76	3550	4	2.7	1	510000	55000	S555	0	0	0	2002	11100	1700	-	-	14720	1835	1593	-	-	-	-
Abramowski (2004)	boulder	Abr2004-15	Abr2004-D	MK71	28.29	84.77	3260	4	2.7	1	822000	62000	S555	0	0	0	2002	20300	2600	-	-	25842	2533	1962	-	-	-	-
Abramowski (2004)	boulder	Abr2004-16	Abr2004-D	MK73	28.29	84.77	3260	4	2.7	1	470000	56000	S555	0	0	0	2002	12000	1900	-	-	15858	2135	1897	-	-	-	-
Abramowski (2004)	boulder	Abr2004-17	Abr2004-D	MK74	28.29	84.77	3260	4	2.7	1	435000	44000	S555	0	0	0	2002	11100	1600	-	-	14824	1762	1505	-	-	-	-
Abramowski (2004)	boulder	Abr2004-18	Abr2004-D	MK75	28.29	84.77	3260	4	2.7	1	450000	39000	S555	0	0	0	2002	11500	1600	-	-	15217	1624	1324	-	-	-	-
Abramowski (2004)	boulder	Abr2004-19	Abr2004-E	LT22	28.19	85.58	4150	3	2.7	0.994	903000	45000	S555	0	0	0	2002	14300	1600	-	-	18428	1467	923	-	-	-	-
Abramowski (2004)	boulder	Abr2004-20	Abr2004-E	LT23	28.19	85.58	4156	1	2.7	0.993	844000	32000	S555	0	0	0	2002	13300	1500	-	-	17037	1237	649	-	-	-	-
Abramowski (2004)	boulder	Abr2004-21	Abr2004-E	LT24	28.19	85.58	4156	2	2.7	0.988	893000	47000	S555	0	0	0	2002	14100	1600	-	-	18157	1478	960	-	-	-	-
Abramowski (2004)	boulder	Abr2004-22	Abr2004-E	LT26	28.19	85.58	4154	2	2.7	0.988	735000	36000	S555	0	0	0	2002	11600	1300	-	-	15146	1196	745	-	-	-	-
Abramowski (2004)	boulder	Abr2004-23	Abr2004-F	LT32	28.20	85.62	3853	2.5	2.7	0.973	431000	17000	S555	0	0	0	2002	8110	900	-	-	11436	839	452	-	-	-	-
Abramowski (2004)	boulder	Abr2004-24	Abr2004-F	LT33	28.20	85.62	3851	2.5	2.7	0.964	403000	16000	S555	0	0	0	2002	7680	860	-	-	11076	814	441	-	-	-	-
Abramowski (2004)	boulder	Abr2004-25	Abr2004-F	LT35	28.20	85.62	3846	1	2.7	0.982	458000	21000	S555	0	0	0	2002	8660	980	-	-	11791	908	542	-	-	-	-
Abramowski (2004)	boulder	Abr2004-26	Abr2004-F	LT36	28.20	85.62	3846	2	2.7	0.926	192000	8000	S555	0	0	0	2002	4250	470	-	-	5876	438	245	-	-	-	-
Abramowski (2004)	boulder	Abr2004-27	Abr2004-G	LT61	28.21	85.53	3523	1.5	2.7	0.963	129000	8000	S555	0	0	0	2002	3250	400	-	-	4639	406	288	-	-	-	-
Abramowski (2004)	boulder	Abr2004-28	Abr2004-G	LT63	28.21	85.53	3525	1	2.7	0.948	134000	7000	S555	0	0	0	2002	3400	390	-	-	4872	394	255	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-1	Abra2006-A	AK11	39.68	70.05	2240	4	2.65	0.978	462000	36000	S555	0	0	0	2002	16300	2100	-	-	21359	2133	1673	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-2	Abra2006-A	AK12	39.68	70.05	2240	4	2.65	0.978	638000	35000	S555	0	0	0	2002	22100	2600	-	-	28633	2378	1582	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-3	Abra2006-A	AK13	39.68	70.05	2240	4	2.65	0.978	487000	42000	S555	0	0	0	2002	17100	2300	-	-	22332	2380	1937	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-4	Abra2006-B	AK21	39.64	70.06	2900	4	2.65	0.980	821000	56000	S555	0	0	0	2002	18800	2400	-	-	23729	2193	1628	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-5	Abra2006-B	AK22	39.64	70.06	2900	4	2.65	0.980	447000	33000	S555	0	0	0	2002	10300	1300	-	-	13848	1336	1026	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-6	Abra2006-B	AK23	39.64	70.06	2900	4	2.65	0.980	551000	47000	S555	0	0	0	2002	12800	1700	-	-	16686	1763	1429	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-7	Abra2006-B	AK24	39.64	70.06	2900	4	2.65	0.980	686000	45000	S555	0	0	0	2002	15800	2000	-	-	20307	1836	1339	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-8	Abra2006-B	AK25	39.64	70.06	2900	4	2.65	0.980	690000	42000	S555	0	0	0	2002	15900	1900	-	-	20411	1776	1249	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-9	Abra2006-C	AK31	39.65	70.06	2860	4	2.65	0.983	391000	24000	S555	0	0	0	2002	9200	1100	-	-	12695	1107	782	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-10	Abra2006-C	AK32	39.65	70.06	2860	4	2.65	0.983	1032000	55000	S555	0	0	0	2002	23800	2800	-	-	29925	2455	1607	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-11	Abra2006-C	AK33	39.65	70.06	2860	4	2.65	0.983	845000	45000	S555	0	0	0	2002	19700	2300	-	-	24860	2037	1332	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-12	Abra2006-C	AK34	39.65	70.06	2860	4	2.65	0.983	691000	52000	S555	0	0	0	2002	16300	2100	-	-	20846	2038	1577	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-13	Abra2006-C	AK35	39.65	70.06	2860	4	2.65	0.983	522000	36000	S555	0	0	0	2002	12400	1600	-	-	16226	1506	1124	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-14	Abra2006-D	AK41	39.64	70.05	2930	4	2.65	0.987	995000	51000	S555	0	0	0	2002	22000	2600	-	-	27611	2227	1425	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-15	Abra2006-D	AK42	39.64	70.05	2930	6	2.65	0.987	815000	38000	S555	0	0	0	2002	18400	2100	-	-	23346	1814	1095	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-16	Abra2006-D	AK43	39.64	70.05	2930	8	2.65	0.987	774000	47000	S555	0	0	0	2002	17700	2100	-	-	22605	1966	1380	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-17	Abra2006-D	AK44	39.64	70.05	2930	5	2.65	0.987	837000	47000	S555	0	0	0	2002	18800	2200	-	-	23740	1990	1341	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-18	Abra2006-D	AK45	39.64	70.05	2930	4	2.65	0.987	631000	31000	S555	0	0	0	2002	14300	1700	-	-	18420	1458	909	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-19	Abra2006-E	AV1	39.68	71.62	3440	4	2.65	1	623000	41000	S555	0	0	0	2002	10300	1300	-	-	13485	1219	890	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-20	Abra2006-E	AV2	39.68	71.62	3440	4	2.65	1	627000	39000	S555	0	0	0	2002	10300	1300	-	-	13556	1191	846	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-21	Abra2006-E	AV3	39.68	71.62	3440	4	2.65	1	637000	40000	S555	0	0	0	2002	10500	1300	-	-	13727	1211	865	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-22	Abra2006-F	KK1	39.55	72.08	2500	4	2.65	1	1850000	87000	S555	0	0	0	2002	50100	5800	-	-	68222	5377	3264	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-23	Abra2006-F	KK2	39.55	72.08	2500	4	2.65	1	2019000	94000	S555	0	0	0	2002	55100	6400	-	-	74747	5879	3546	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-24	Abra2006-F	KK3	39.55	72.08	2500	4	2.65	1	1727000	76000	S555	0	0	0	2002	46600	5300	-	-	64013	4923	2863	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-25	Abra2006-G	AT11	38.66	72.92	3857	2	2.65	0.997	2892000	151000	S555	0	0	0	2002	36300	4300	-	-	44077	3598	2327	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-26	Abra2006-G	AT13	38.66	72.92	3856	2	2.65	0.994	1254000	111000	S555	0	0	0	2002	16800	2300	-	-	20503	2222	1824	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-27	Abra2006-G	AT21	38.66	72.92	3836	4	2.65	0.997	1391000	52000	S555	0	0	0	2002	18800	2100	-	-	22808	1652	858	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-28	Abra2006-G	AT22	38.66	72.92	3836	4	2.65	0.996	1055000	40000	S555	0	0	0	2002	14400	1600	-	-	18024	1309	686	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-29	Abra2006-H	TK11	38.65	72.89	4088	2	2.65	0.988	5575000	210000	S555	0	0	0	2002	62300	7000	-	-	77690	5718	2984	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-30	Abra2006-H	TK12	38.65	72.89	4090	2	2.65	0.997	4796000	216000	S555	0	0	0	2002	53100	6100	-	-	65823	5105	3014	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-31	Abra2006-H	TK13	38.65	72.89	4094	2	2.65	0.998	5458000	205000	S555	0	0	0	2002	60800	6900	-	-	75046	5516	2872	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-32	Abra2006-H	TK14	38.65	72.89	4131	2	2.65	0.997	6016000	226000	S555	0	0	0	2002	65100	7300	-	-	81159	5974	3112	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-33	Abra2006-H	TK15	38.65	72.89	4134	2	2.65	1	5739000	215000	S555	0	0	0	2002	63600	7200	-	-	76992	5657	2941	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-34	Abra2006-I	BO11	37.735	72.838	4250	1	2.65	0.994	2698000	102000	S555	0	0	0	2002	29000	3200	-	-	34774	2535	1326	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-35	Abra2006-I	BO12	37.735	72.838	4225	3	2.65	0.994	2576000	116000	S555	0	0	0	2002	28100	3200	-	-	34315	2640	1559	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-36	Abra2006-I	BO13	37.735	72.838	4240	3	2.65	0.994	4253000	160000	S555	0	0	0	2002	43600	4900	-	-	57325	4196	2188	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-37	Abra2006-I	BO14	37.736	72.838	4240	2	2.65	0.996	5260000	197000	S555	0	0	0	2002	54300	6100	-	-	68679	5036	2617	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-38	Abra2006-I	BO17	37.736	72.838	4230	2.5	2.65	0.995	3958000	149000	S555	0	0	0	2002	41000	4600	-	-	52679	3852	2009	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-39	Abra2006-J	BO21	37.738	72.839	4180	1.5	2.65	0.997	1595000	62000	S555	0	0	0	2002	18400	72100	-	-	21917	1605	857	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-40	Abra2006-J	BO24	37.739	72.839	4170	2	2.65	0.997	1560000	59000	S555	0	0	0	2002	18100	2000	-	-	21700	1577	825	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-41	Abra2006-J	BO28	37.74	72.84	4130	4.5	2.65	0.998	1577000	64000	S555	0	0	0	2002	18700	2100	-	-	22647	1680	924	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-42	Abra2006-J	BO29	37.74	72.84	4120	2	2.65	0.998	1522000	64000	S555	0	0	0	2002	18100	2000	-	-	21739	1630	919	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-43	Abra2006-K	UK11	37.66	73.67	4416	2	2.65	1	9662000	369000	S555	0	0	0	2002	93000	11000	-	-	111409	8301	4375	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-44	Abra2006-K	UK12	37.66	73.67	4416	2	2.65	0.999	6909000	261000	S555	0	0	0	2002	66400	7500	-	-	82465	6082	3180	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-45	Abra2006-L	UK21	37.70	73.73	4060	2	2.65	1	5240000	204000	S555	0	0	0	2002	60300	6800	-	-	75921	5637	3012	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-46	Abra2006-L	UK24	37.70	73.73	4038	2	2.65	1	2655000	147000	S555	0	0	0	2002	31400	3700	-	-	38489	3218	2152	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-47	Abra2006-L	UK25	37.70	73.73	4055	2	2.65	1	1622000	66000	S555	0	0	0	2002	20000	2200	-	-	23685	1759	970	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-48	Abra2006-L	UK26	37.70	73.73	4055	2	2.65	1	2457000	105000	S555	0	0	0	2002	29100	3300	-	-	35373	2675	1525	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-49	Abra2006-L	UK28	37.70	73.73	4085	2	2.65	0.999	4986000	190000	S555	0	0	0	2002	56500	6400	-	-	70973	5232	2753	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-50	Abra2006-M	UK31	37.66	73.70	4139	2	2.65	0.999	4691000	178000	S555	0	0	0	2002	50600	5700	-	-	64931	4773	2504	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-51	Abra2006-M	UK32	37.66	73.70	4146	2	2.65	0.999	5801000	225000	S555	0	0	0	2002	63500	7200	-	-	80319	5964	3179	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-52	Abra2006-M	UK33	37.66	73.70	4147	2	2.65	1	5075000	234000	S555	0	0	0	2002	55100	6400	-	-	69727	5458	3272	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-53	Abra2006-M	UK34	37.66	73.70	4149	2	2.65	1	3735000	144000	S555	0	0	0	2002	41100	4600	-	-	51345	3779	2005	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-54	Abra2006-M	UK35	37.66	73.70	4154	2	2.65	1	6868000	260000	S555	0	0	0	2002	74400	8400	-	-	93957	6953	3642	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-55	Abra2006-N	UK41	37.61	73.65	4225	2	2.65	1	1442000	89000	S555	0	0	0	2002	16400	2000	-	-	19868	1741	1232	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-56	Abra2006-N	UK42	37.61	73.65	4230	2	2.65	0.999	1508000	79000	S555	0	0	0	2002	17000	2000	-	-	20607	1675	1085	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-57	Abra2006-N	UK43	37.61	73.65	4226	2	2.65	1	1823000	71000	S555	0	0	0	2002	20800	2300	-	-	24184	1773	948	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-58	Abra2006-N	UK44	37.61	73.65	4223	2	2.65	1	1089000	67000	S555	0	0	0	2002	12600	1500	-	-	15457	1351	955	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-59	Abra2006-N	UK45	37.61	73.65	4232	2	2.65	0.998	2270000	105000	S555	0	0	0	2002	24900	2900	-	-	29507	2289	1375	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-60	Abra2006-O	UK51	37.56	73.60	4376	2	2.65	0.982	1342000	53000	S555	0	0	0	2002	15300	1700	-	-	17657	1297	700	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-61	Abra2006-O	UK52	37.56	73.60	4377	2	2.65	0.969	1461000	57000	S555	0	0	0	2002	15900	1700	-	-	19257	1411	755	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-62	Abra2006-O	UK53	37.56	73.60	4400	2	2.65	0.990	3481000	135000	S555	0	0	0	2002	35000	3900	-	-	41073	3020	1609	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-63	Abra2006-O	UK54	37.56	73.60	4396	2	2.65	0.973	1385000	54000	S555	0	0	0	2002	14900	1700	-	-	18143	1328	711	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-64	Abra2006-P	UK61	37.56	73.58	4465	2	2.65	0.944	1303000	51000	S555	0	0	0	2002	14100	1600	-	-	17082	1252	671	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-65	Abra2006-Q	GU11	37.61	73.93	4600	2.5	2.65	1	4522000	189000	S555	0	0	0	2002	39200	4400	-	-	47996	3615	2030	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-66	Abra2006-Q	GU12	37.61	73.93	4600	6	2.65	1	3163000	93000	S555	0	0	0	2002	28900	3200	-	-	34980	2408	1038	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-67	Abra2006-Q	GU13	37.61	73.93	4600	5	2.65	0.998	1656000	59000	S555	0	0	0	2002	19400	2100	-	-	19228	1374	688	-	-	-	-
