expage-202002 - global glacial 10Be and 26Al exposure age data
expage.github.io

Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Abbühl et al. (2009)	boulder	Abbü2009-1	Abbü2009-A	A1	46.01752	7.47254	2220	4	2.65	0.70	1050	4560	S555	0	0	0	2007	51	220	-	-	65	283	283	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-2	Abbü2009-A	A2	46.01752	7.47254	2220	4	2.65	0.84	1980	4330	S555	0	0	0	2007	75	164	-	-	100	218	218	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-3	Abbü2009-A	A3	46.01752	7.47254	2220	4	2.65	0.87	130	1660	S555	0	0	0	2007	5	60	-	-	7	83	83	-	-	-	-
Abbühl et al. (2009)	boulder	Abbü2009-4	Abbü2009-A	AO2	46.01752	7.47254	2220	4	2.65	0.97	1280	1940	S555	0	0	0	2007	41	63	-	-	58	88	88	-	-	-	-
Abramowski (2004)	boulder	Abr2004-1	Abr2004-A	MK22	28.26	84.80	2364	4	2.7	1	1894000	137000	S555	0	0	0	2002	71700	9300	-	-	100091	9344	7424	-	-	-	-
Abramowski (2004)	boulder	Abr2004-2	Abr2004-A	MK23	28.26	84.80	2364	4	2.7	1	1221000	94000	S555	0	0	0	2002	45300	6000	-	-	63675	6132	4981	-	-	-	-
Abramowski (2004)	boulder	Abr2004-3	Abr2004-A	MK24	28.26	84.80	2364	4	2.7	1	850000	54000	S555	0	0	0	2002	33500	4100	-	-	43459	3700	2791	-	-	-	-
Abramowski (2004)	boulder	Abr2004-4	Abr2004-A	MK25	28.26	84.80	2364	4	2.7	1	1097000	79000	S555	0	0	0	2002	41200	5300	-	-	57294	5277	4186	-	-	-	-
Abramowski (2004)	boulder	Abr2004-5	Abr2004-B	MK41	28.33	84.76	3900	4	2.7	1	249000	22000	S555	0	0	0	2002	4780	660	-	-	6212	648	550	-	-	-	-
Abramowski (2004)	boulder	Abr2004-6	Abr2004-B	MK42	28.33	84.76	3900	4	2.7	1	101000	15000	S555	0	0	0	2002	2000	360	-	-	2722	432	405	-	-	-	-
Abramowski (2004)	boulder	Abr2004-7	Abr2004-B	MK43	28.33	84.76	3900	4	2.7	1	180000	14000	S555	0	0	0	2002	3510	460	-	-	4704	449	366	-	-	-	-
Abramowski (2004)	boulder	Abr2004-8	Abr2004-B	MK44	28.33	84.76	3900	4	2.7	1	154000	24000	S555	0	0	0	2002	3070	560	-	-	3998	662	624	-	-	-	-
Abramowski (2004)	boulder	Abr2004-9	Abr2004-B	MK45	28.33	84.76	3900	4	2.7	1	178000	34000	S555	0	0	0	2002	3480	760	-	-	4654	927	890	-	-	-	-
Abramowski (2004)	boulder	Abr2004-10	Abr2004-C	MK51	28.30	84.76	3550	4	2.7	1	1171000	97000	S555	0	0	0	2002	24000	3200	-	-	31069	3118	2594	-	-	-	-
Abramowski (2004)	boulder	Abr2004-11	Abr2004-C	MK52	28.30	84.76	3550	4	2.7	1	484000	35000	S555	0	0	0	2002	10500	1300	-	-	14717	1345	1068	-	-	-	-
Abramowski (2004)	boulder	Abr2004-12	Abr2004-C	MK53	28.30	84.76	3550	4	2.7	1	1043000	80000	S555	0	0	0	2002	21700	2800	-	-	28129	2678	2173	-	-	-	-
